l.p.,czas,pozycja,x_estymowane,y_estymowane,x_prawdziwe,y_prawdziwe
273,2025-09-19T13:49:59.310871,8,-2.1281736571873116,5.844970246203456,2.3,0.0
274,2025-09-19T13:49:59.810871,8,-2.1518773140467724,5.788667852266519,2.3,0.0
275,2025-09-19T13:50:00.310871,8,-3.687047396186522,0.8096218170172258,2.3,0.0
276,2025-09-19T13:50:00.810871,,,,2.3,0.0
277,2025-09-19T13:50:01.310871,,,,2.3,0.0
278,2025-09-19T13:50:01.810871,,,,2.3,0.0
279,2025-09-19T13:50:02.310871,,,,2.3,0.0
280,2025-09-19T13:50:02.810871,,,,2.3,0.0
281,2025-09-19T13:50:03.310871,,,,2.3,0.0
282,2025-09-19T13:50:03.810871,9,0.03658053874965295,-0.13378430415744336,2.3,0.0
283,2025-09-19T13:50:04.310871,9,-0.02509291328533065,-0.16869674553850594,2.3,0.0
284,2025-09-19T13:50:04.810871,9,-0.0540987904618896,-0.157311396544879,2.3,0.0
285,2025-09-19T13:50:05.310871,9,-0.030061512661429125,-0.1157689389417174,2.3,0.0
286,2025-09-19T13:50:05.810871,9,-0.10210362020544132,-0.07311804883097021,2.3,0.0
287,2025-09-19T13:50:06.310871,9,-0.4508887934397343,-0.7148370078376146,2.3,0.0
288,2025-09-19T13:50:06.810871,9,-0.06603444640495504,-0.12337953511751056,2.3,0.0
289,2025-09-19T13:50:07.310871,9,0.020377114048529398,0.04963170353246565,2.3,0.0
290,2025-09-19T13:50:07.810871,9,0.19629917604871613,0.2724184799676994,2.3,0.0
291,2025-09-19T13:50:08.310871,9,0.3987681003909211,0.7030660488897069,2.3,0.0
292,2025-09-19T13:50:08.810871,9,0.5585811611362211,0.9612008560257231,2.3,0.0
293,2025-09-19T13:50:09.310871,9,0.7151010996024098,1.2452589257800823,2.3,0.0
294,2025-09-19T13:50:09.810871,9,0.5843681591996266,1.097321966259543,2.3,0.0
295,2025-09-19T13:50:10.310871,9,0.31264340487898284,0.5779678513699953,2.3,0.0
296,2025-09-19T13:50:10.810871,9,0.20913937852589984,0.40890349517179253,2.3,0.0
297,2025-09-19T13:50:11.310871,9,0.17981493056347914,0.32673457149573437,2.3,0.0
298,2025-09-19T13:50:11.810871,9,0.2916014438959159,0.5238370336464336,2.3,0.0
299,2025-09-19T13:50:12.310871,9,0.4229132634919716,0.7976607840730132,2.3,0.0
300,2025-09-19T13:50:12.810871,9,0.5130176741626743,0.9453406765109746,2.3,0.0
301,2025-09-19T13:50:13.310871,9,0.5372557694317024,1.0014324908875811,2.3,0.0
302,2025-09-19T13:50:13.810871,9,0.4407372512055519,0.8153665582451887,2.3,0.0
303,2025-09-19T13:50:14.310871,9,0.35024732933215635,0.6409469279249443,2.3,0.0
304,2025-09-19T13:50:14.810871,9,0.21864280600446961,0.366472921732013,2.3,0.0
